Run,Age,Assay Type,AvgSpotLen,Bases,BIOMATERIAL_PROVIDER,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ETHNICITY,Experiment,Instrument,isolate,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,sex,SRA Study,tissue
SRR15476063,not collected,AMPLICON,7526,158054,not applicable,PRJNA754842,SAMN20807923,Human,198982,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776099,Sequel II,AR-263,m64123_210408_050021_AR-263_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-263,not collected,SRP332705,blood
SRR15476064,not collected,AMPLICON,6113,751950,not applicable,PRJNA754842,SAMN20807923,Human,398194,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776098,Sequel II,AR-263,m64123_210408_050021_AR-263_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-263,not collected,SRP332705,blood
SRR15476065,not collected,AMPLICON,6589,26359,not applicable,PRJNA754842,SAMN20807923,Human,166299,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776097,Sequel,AR-263,m54042_191116_004340_AR-263_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-263,not collected,SRP332705,blood
SRR15476066,not collected,AMPLICON,6153,67688,not applicable,PRJNA754842,SAMN20807923,Human,178453,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776096,Sequel,AR-263,m54042_191116_004340_AR-263_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-263,not collected,SRP332705,blood
SRR15476067,not collected,AMPLICON,7607,806445,not applicable,PRJNA754842,SAMN20807922,Human,549598,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776095,Sequel,AR-262,m54042_191116_004340_AR-262_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-262,not collected,SRP332705,blood
SRR15476068,not collected,AMPLICON,6095,2340746,not applicable,PRJNA754842,SAMN20807922,Human,1154141,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776094,Sequel,AR-262,m54042_191116_004340_AR-262_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-262,not collected,SRP332705,blood
SRR15476069,not collected,AMPLICON,7252,2683409,not applicable,PRJNA754842,SAMN20807701,Human,1383184,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776093,Sequel,AR-026,m54042_190926_081310_AR-026_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-026,not collected,SRP332705,blood
SRR15476070,not collected,AMPLICON,6501,65019,not applicable,PRJNA754842,SAMN20807921,Human,187523,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776092,Sequel,AR-261,m54042_191116_004340_AR-261_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-261,not collected,SRP332705,blood
SRR15476071,not collected,AMPLICON,5960,751016,not applicable,PRJNA754842,SAMN20807921,Human,516246,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776091,Sequel,AR-261,m54042_191116_004340_AR-261_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-261,not collected,SRP332705,blood
SRR15476072,not collected,AMPLICON,7453,536668,not applicable,PRJNA754842,SAMN20807920,Human,392482,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776090,Sequel,AR-260,m54042_191116_004340_AR-260_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-260,not collected,SRP332705,blood
SRR15476073,not collected,AMPLICON,6091,2698372,not applicable,PRJNA754842,SAMN20807920,Human,1307422,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776089,Sequel,AR-260,m54042_191116_004340_AR-260_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-260,not collected,SRP332705,blood
SRR15476074,not collected,AMPLICON,7173,193673,not applicable,PRJNA754842,SAMN20807919,Human,229105,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776088,Sequel,AR-259,m54042_191116_004340_AR-259_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-259,not collected,SRP332705,blood
SRR15476075,not collected,AMPLICON,6120,2821775,not applicable,PRJNA754842,SAMN20807919,Human,1299327,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776087,Sequel,AR-259,m54042_191116_004340_AR-259_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-259,not collected,SRP332705,blood
SRR15476076,not collected,AMPLICON,7317,673221,not applicable,PRJNA754842,SAMN20807918,Human,481207,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776086,Sequel,AR-258,m54042_191116_004340_AR-258_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-258,not collected,SRP332705,blood
SRR15476077,not collected,AMPLICON,6075,2727812,not applicable,PRJNA754842,SAMN20807918,Human,1260211,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776085,Sequel,AR-258,m54042_191116_004340_AR-258_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-258,not collected,SRP332705,blood
SRR15476078,not collected,AMPLICON,7428,564561,not applicable,PRJNA754842,SAMN20807917,Human,350496,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776084,Sequel II,AR-257,m64123_210408_050021_AR-257_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-257,not collected,SRP332705,blood
SRR15476079,not collected,AMPLICON,7434,2616993,not applicable,PRJNA754842,SAMN20807764,Human,1051234,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776083,Sequel II,AR-094,m64123_210408_050021_AR-094_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-094,not collected,SRP332705,blood
SRR15476080,not collected,AMPLICON,6180,18011092,not applicable,PRJNA754842,SAMN20807764,Human,5318446,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776082,Sequel II,AR-094,m64123_210408_050021_AR-094_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-094,not collected,SRP332705,blood
SRR15476081,not collected,AMPLICON,6106,6106,not applicable,PRJNA754842,SAMN20807764,Human,158516,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776081,Sequel,AR-094,m54042_190927_043336_AR-094_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-094,not collected,SRP332705,blood
SRR15476082,not collected,AMPLICON,7515,2788372,not applicable,PRJNA754842,SAMN20807763,Human,1051336,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776080,Sequel II,AR-093,m64123_210408_050021_AR-093_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-093,not collected,SRP332705,blood
SRR15476083,not collected,AMPLICON,6180,23356694,not applicable,PRJNA754842,SAMN20807763,Human,6688675,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776079,Sequel II,AR-093,m64123_210408_050021_AR-093_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-093,not collected,SRP332705,blood
SRR15476084,not collected,AMPLICON,6127,4822605,not applicable,PRJNA754842,SAMN20807685,Human,3129867,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776078,Sequel,AR-010,m54042_190927_043336_AR-010_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-010,not collected,SRP332705,blood
SRR15476085,not collected,AMPLICON,7504,4787851,not applicable,PRJNA754842,SAMN20807762,Human,1682228,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776077,Sequel II,AR-092,m64123_210408_050021_AR-092_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-092,not collected,SRP332705,blood
SRR15476086,not collected,AMPLICON,6156,27986229,not applicable,PRJNA754842,SAMN20807762,Human,7939295,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776076,Sequel II,AR-092,m64123_210408_050021_AR-092_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-092,not collected,SRP332705,blood
SRR15476087,not collected,AMPLICON,7500,2002577,not applicable,PRJNA754842,SAMN20807761,Human,849254,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776075,Sequel II,AR-091,m64123_210408_050021_AR-091_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-091,not collected,SRP332705,blood
SRR15476088,not collected,AMPLICON,6173,22275253,not applicable,PRJNA754842,SAMN20807761,Human,6257984,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776074,Sequel II,AR-091,m64123_210408_050021_AR-091_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-091,not collected,SRP332705,blood
SRR15476089,not collected,AMPLICON,6285,6285,not applicable,PRJNA754842,SAMN20807761,Human,161747,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776073,Sequel,AR-091,m54042_190926_081310_AR-091_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-091,not collected,SRP332705,blood
SRR15476090,not collected,AMPLICON,7592,69959395,not applicable,PRJNA754842,SAMN20807760,Human,22222741,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776072,Sequel II,AR-090,m64123_210408_050021_AR-090_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-090,not collected,SRP332705,blood
SRR15476091,not collected,AMPLICON,6145,254149748,not applicable,PRJNA754842,SAMN20807760,Human,68539689,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776071,Sequel II,AR-090,m64123_210408_050021_AR-090_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-090,not collected,SRP332705,blood
SRR15476092,not collected,AMPLICON,7311,358266,not applicable,PRJNA754842,SAMN20807760,Human,301941,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776070,Sequel,AR-090,m54042_190926_081310_AR-090_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-090,not collected,SRP332705,blood
SRR15476093,not collected,AMPLICON,5327,463452,not applicable,PRJNA754842,SAMN20807760,Human,325533,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776069,Sequel,AR-090,m54042_190926_081310_AR-090_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-090,not collected,SRP332705,blood
SRR15476094,not collected,AMPLICON,7205,338668,not applicable,PRJNA754842,SAMN20807759,Human,301659,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776068,Sequel,AR-089,m54042_191115_043102_AR-089_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-089,not collected,SRP332705,blood
SRR15476095,not collected,AMPLICON,7386,797745,not applicable,PRJNA754842,SAMN20807684,Human,705550,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776067,Sequel,AR-009,m54042_190927_043336_AR-009_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-009,not collected,SRP332705,blood
SRR15476096,not collected,AMPLICON,5842,1968982,not applicable,PRJNA754842,SAMN20807759,Human,883395,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776066,Sequel,AR-089,m54042_191115_043102_AR-089_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-089,not collected,SRP332705,blood
SRR15476097,not collected,AMPLICON,7639,465998,not applicable,PRJNA754842,SAMN20807758,Human,281997,WALTER AND ELIZA HALL INSTITUTE,public,"bam,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776065,Sequel II,AR-088,m64123_210408_050021_AR-088_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-088,not collected,SRP332705,blood
SRR15476098,not collected,AMPLICON,6189,2568743,not applicable,PRJNA754842,SAMN20807758,Human,869620,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776064,Sequel II,AR-088,m64123_210408_050021_AR-088_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-088,not collected,SRP332705,blood
SRR15476099,not collected,AMPLICON,7533,4730935,not applicable,PRJNA754842,SAMN20807757,Human,1587560,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",Melanesian,SRX11776063,Sequel II,AR-087,m64123_210408_050021_AR-087_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-087,not collected,SRP332705,blood
SRR15476100,not collected,AMPLICON,6179,30468769,not applicable,PRJNA754842,SAMN20807757,Human,8300064,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776062,Sequel II,AR-087,m64123_210408_050021_AR-087_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-087,not collected,SRP332705,blood
SRR15476101,not collected,AMPLICON,7624,9149052,not applicable,PRJNA754842,SAMN20807756,Human,3215081,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776061,Sequel II,AR-085,m64123_210408_050021_AR-085_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-085,not collected,SRP332705,blood
SRR15476102,not collected,AMPLICON,6128,25022433,not applicable,PRJNA754842,SAMN20807756,Human,6898587,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776060,Sequel II,AR-085,m64123_210408_050021_AR-085_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-085,not collected,SRP332705,blood
SRR15476103,not collected,AMPLICON,7607,228235,not applicable,PRJNA754842,SAMN20807755,Human,247477,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776059,Sequel,AR-084,m54042_191115_043102_AR-084_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-084,not collected,SRP332705,blood
SRR15476104,not collected,AMPLICON,6113,1509941,not applicable,PRJNA754842,SAMN20807755,Human,818428,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776058,Sequel,AR-084,m54042_191115_043102_AR-084_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-084,not collected,SRP332705,blood
SRR15476105,not collected,AMPLICON,6106,6106,not applicable,PRJNA754842,SAMN20807755,Human,160841,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776057,Sequel,AR-084,m54042_190927_043336_AR-084_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-084,not collected,SRP332705,blood
SRR15476106,not collected,AMPLICON,6093,3918106,not applicable,PRJNA754842,SAMN20807684,Human,2465751,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776056,Sequel,AR-009,m54042_190927_043336_AR-009_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-009,not collected,SRP332705,blood
SRR15476107,not collected,AMPLICON,7501,1635276,not applicable,PRJNA754842,SAMN20807754,Human,712299,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776055,Sequel II,AR-083,m64123_210408_050021_AR-083_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-083,not collected,SRP332705,blood
SRR15476108,not collected,AMPLICON,6195,8959154,not applicable,PRJNA754842,SAMN20807754,Human,2739456,WALTER AND ELIZA HALL INSTITUTE,public,"sra,run.zq,bam","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776054,Sequel II,AR-083,m64123_210408_050021_AR-083_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-083,not collected,SRP332705,blood
SRR15476109,not collected,AMPLICON,7337,139403,not applicable,PRJNA754842,SAMN20807753,Human,205749,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776053,Sequel,AR-082,m54042_191115_043102_AR-082_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-082,not collected,SRP332705,blood
SRR15476110,not collected,AMPLICON,5938,884810,not applicable,PRJNA754842,SAMN20807753,Human,482845,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776052,Sequel,AR-082,m54042_191115_043102_AR-082_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-082,not collected,SRP332705,blood
SRR15476111,not collected,AMPLICON,7577,1636709,not applicable,PRJNA754842,SAMN20807849,Human,703894,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",Melanesian,SRX11776051,Sequel II,AR-183,m64123_210408_050021_AR-183_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-183,not collected,SRP332705,blood
SRR15476112,not collected,AMPLICON,6191,8624582,not applicable,PRJNA754842,SAMN20807849,Human,2639041,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",Melanesian,SRX11776050,Sequel II,AR-183,m64123_210408_050021_AR-183_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-183,not collected,SRP332705,blood
SRR15476113,not collected,AMPLICON,7592,356858,not applicable,PRJNA754842,SAMN20807848,Human,296580,WALTER AND ELIZA HALL INSTITUTE,public,"bam,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",Melanesian,SRX11776049,Sequel,AR-181,m54042_191115_043102_AR-181_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-181,not collected,SRP332705,blood
SRR15476114,not collected,AMPLICON,6112,1399711,not applicable,PRJNA754842,SAMN20807848,Human,735590,WALTER AND ELIZA HALL INSTITUTE,public,"sra,bam","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",Melanesian,SRX11776048,Sequel,AR-181,m54042_191115_043102_AR-181_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-181,not collected,SRP332705,blood
SRR15476115,not collected,AMPLICON,7590,58649845,not applicable,PRJNA754842,SAMN20807847,Human,18861094,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,bam,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776047,Sequel II,AR-180,m64123_210408_050021_AR-180_CYP2D7,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:27:00Z,1,AR-180,not collected,SRP332705,blood
SRR15476116,not collected,AMPLICON,6160,245377288,not applicable,PRJNA754842,SAMN20807847,Human,65677783,WALTER AND ELIZA HALL INSTITUTE,public,"run.zq,sra,bam","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",Melanesian,SRX11776046,Sequel II,AR-180,m64123_210408_050021_AR-180_CYP2D6,SINGLE,PCR,GENOMIC,Homo sapiens,PACBIO_SMRT,2021-08-16T00:00:00Z,2021-08-16T13:28:00Z,1,AR-180,not collected,SRP332705,blood
